CRSP Ticker,Fiscal Quarter,Net Income,Operating Income,EPS Diluted,EPS Basic,CEO Dismissal,10 Year Treasury Yield,3 Month Treasury Yield,3 Month Treasury Yield (Bond Equivalent Basis),Spread,Recession Probability,Recession,Adjusted Close,GICS Sector,GICS Sub-Industry,Date added
ABT,2008Q1,,0.1386277639824997,,,0,3.6633333333333336,2.0433333333333334,2.0834396394138,1.5798936939195336,0.39879964286488173,1.0,18.28433609008789,Health Care,Health Care Equipment,1957-03-04
ABT,2008Q2,0.19231405523653267,0.1807492480175007,0.85,0.86,0,3.8866666666666667,1.6266666666666667,1.6562230748400222,2.2304435918266443,0.30302805066357047,1.0,17.67964744567871,Health Care,Health Care Equipment,1957-03-04
ABT,2008Q3,0.1862593862117716,0.1446576950264748,0.69,0.7,0,3.8633333333333333,1.4933333333333332,1.5199855998651064,2.3433477334682267,0.23296944768950148,1.0,19.33970642089844,Health Care,Health Care Equipment,1957-03-04
ABT,2008Q4,,0.19322896934587733,,,0,3.2533333333333334,0.2966666666666667,0.3012028045748317,2.952130528758502,0.1522997496809234,1.0,18.05501937866211,Health Care,Health Care Equipment,1957-03-04
ABT,2009Q1,0.15788863419861873,0.21412836389616574,0.92,0.93,0,2.736666666666667,0.21333333333333335,0.2164253779869603,2.5202412886797063,0.07308126430668586,1.0,16.25375747680664,Health Care,Health Care Equipment,1957-03-04
ABT,2009Q2,0.22300764519873514,0.17186353386969805,0.83,0.83,0,3.313333333333334,0.17333333333333334,0.17581800308119144,3.137515330252142,0.026125309918641686,1.0,16.175817489624023,Health Care,Health Care Equipment,1957-03-04
ABT,2009Q3,0.21127298261889116,0.1907412418022754,0.95,0.96,0,3.516666666666667,0.15666666666666665,0.15890728969081955,3.357759376975847,0.02243963039131591,0.0,17.162601470947266,Health Care,Health Care Equipment,1957-03-04
ABT,2009Q4,0.2120348478124328,0.17505338672214116,0.99,0.99,0,3.4599999999999995,0.05666666666666667,0.05746216250761605,3.402537837492384,0.010140440732239159,0.0,18.881778717041016,Health Care,Health Care Equipment,1957-03-04
ABT,2010Q1,0.1910115088849631,0.13028681284422738,0.64,0.65,0,3.716666666666667,0.10666666666666667,0.10818079285990534,3.6084858738067616,0.01680554142946474,0.0,18.55819320678711,Health Care,Health Care Equipment,1957-03-04
ABT,2010Q2,0.1819585316111489,0.14635168819397235,0.83,0.84,0,3.49,0.14666666666666667,0.14875976690346937,3.341240233096531,0.0067115813103124965,0.0,16.618558883666992,Health Care,Health Care Equipment,1957-03-04
ABT,2010Q3,0.1361675024497089,0.10268026975618191,0.57,0.58,0,2.7866666666666666,0.15666666666666665,0.15890557914230194,2.6277610875243647,0.003942952782689057,0.0,18.73056602478028,Health Care,Health Care Equipment,1957-03-04
ABT,2010Q4,0.18358545965060968,0.14454232274034615,0.93,0.93,0,2.8633333333333333,0.1366666666666667,0.13861275738059217,2.724720575952741,0.0036572893388014554,0.0,17.32047462463379,Health Care,Health Care Equipment,1957-03-04
ABT,2011Q1,0.143918083376655,0.09554358526252918,0.55,0.56,1,3.4600000000000004,0.12666666666666668,0.12846814230903755,3.3315318576909623,0.00242788007156202,0.0,17.8972110748291,Health Care,Health Care Equipment,1957-03-04
ABT,2011Q2,0.18442155506795754,0.2020319665567838,1.24,1.25,0,3.2099999999999995,0.04666666666666667,0.047320624765589646,3.16267937523441,0.004442118823198025,0.0,19.382137298583984,Health Care,Health Care Equipment,1957-03-04
ABT,2011Q3,0.060598571821487875,0.03088614300121222,0.19,0.19,0,2.4266666666666663,0.023333333333333334,0.023659201585125245,2.4030074650815414,0.014392493660523059,0.0,19.00820541381836,Health Care,Health Care Equipment,1957-03-04
ABT,2011Q4,-0.19662728621812786,0.15593501262358586,1.03,1.04,0,2.0466666666666664,0.013333333333333334,0.013519031117274682,2.033147635549392,0.013274727506510231,0.0,21.092214584350582,Health Care,Health Care Equipment,1957-03-04
ABT,2012Q1,0.09636355034065103,0.23504920514761543,0.78,0.79,0,2.0366666666666666,0.06666666666666667,0.06760575147850438,1.9690609151881624,0.00416740876839907,0.0,23.188617706298828,Health Care,Health Care Equipment,1957-03-04
ABT,2012Q2,0.1061904761904762,0.3246753246753247,1.09,1.1,0,1.8233333333333333,0.08666666666666667,0.08788968169850885,1.7354436516348244,0.005880571884091949,0.0,24.60037040710449,Health Care,Health Care Equipment,1957-03-04
ABT,2012Q3,0.05888262108262108,0.3690408357075024,1.22,1.23,0,1.6433333333333333,0.10333333333333333,0.10479594859168624,1.538537384741647,0.02320898835527893,0.0,26.365779876708984,Health Care,Health Care Equipment,1957-03-04
ABT,2012Q4,-0.007337515683814304,0.33030112923462984,0.66,0.67,0,1.7066666666666668,0.08666666666666667,0.08789002363697689,1.6187766430296897,0.034490083854188634,0.0,25.37289810180664,Health Care,Health Care Equipment,1957-03-04
ABT,2013Q1,0.12688260779863833,0.11244068495976893,0.34,0.35,0,1.95,0.08666666666666667,0.08789002363697689,1.8621099763630233,0.03778641641864052,0.0,28.634477615356445,Health Care,Health Care Equipment,1957-03-04
ABT,2013Q2,0.1271031826474762,0.0964930062842084,0.3,0.31,0,1.9966666666666668,0.049999999999999996,0.050701023392707746,1.9459656432739587,0.05247135765407307,0.0,28.384876251220703,Health Care,Health Care Equipment,1957-03-04
ABT,2013Q3,0.09843912591050989,0.20104058272632674,0.62,0.62,0,2.7100000000000004,0.03333333333333333,0.03379937205297581,2.6762006279470243,0.06612211684153955,0.0,27.11885643005371,Health Care,Health Care Equipment,1957-03-04
ABT,2013Q4,0.08241324921135647,0.11612776025236593,0.37,0.38,0,2.7466666666666666,0.06333333333333334,0.0642234725463784,2.6824431941202884,0.059685413397742616,0.0,31.451387405395508,Health Care,Health Care Equipment,1957-03-04
ABT,2014Q1,0.07676130389064142,0.07886435331230283,0.24,0.24,0,2.763333333333333,0.04666666666666667,0.0473204538417356,2.7160128794915974,0.0434558542394378,0.0,31.77574920654297,Health Care,Health Care Equipment,1957-03-04
ABT,2014Q2,0.1338738382440182,0.09214949574846747,0.31,0.31,0,2.6233333333333335,0.03333333333333333,0.03379920115504587,2.589534132178288,0.04028884460827772,0.0,33.94826126098633,Health Care,Health Care Equipment,1957-03-04
ABT,2014Q3,0.14333530222484742,0.1059263634573735,0.35,0.36,0,2.4966666666666666,0.02666666666666667,0.027038916620522286,2.4696277500461448,0.0131242172778039,0.0,34.70612335205078,Health Care,Health Care Equipment,1957-03-04
ABT,2014Q4,0.1547796863330844,0.16896938013442866,0.59,0.6,0,2.28,0.023333333333333334,0.023658859802225457,2.2563411401977747,0.013002800868000966,0.0,37.76799011230469,Health Care,Health Care Equipment,1957-03-04
ABT,2015Q1,0.12456606085358382,0.46804165815805593,1.51,1.52,0,1.9666666666666668,0.02666666666666667,0.027038916620522286,1.9396277500461443,0.012219171406984483,0.0,39.07271194458008,Health Care,Health Care Equipment,1957-03-04
ABT,2015Q2,0.14100580270793037,0.15164410058027078,0.52,0.52,0,2.1666666666666665,0.02,0.02027880298392863,2.146387863682738,0.01497790202767954,0.0,41.60371780395508,Health Care,Health Care Equipment,1957-03-04
ABT,2015Q3,0.13844660194174757,0.11262135922330097,0.39,0.39,0,2.22,0.04,0.040560853002629495,2.1794391469973706,0.01807607909696618,0.0,34.25802230834961,Health Care,Health Care Equipment,1957-03-04
ABT,2015Q4,0.15709329221279877,0.14784117193523516,0.51,0.51,0,2.19,0.12333333333333334,0.12510416212541475,2.064895837874585,0.02497820617790321,0.0,38.47491455078125,Health Care,Health Care Equipment,1957-03-04
ABT,2016Q1,0.10726714431934493,0.0646878198567042,0.21,0.21,0,1.92,0.2866666666666667,0.29085999758430936,1.6291400024156906,0.03924642017403044,0.0,36.06239318847656,Health Care,Health Care Equipment,1957-03-04
ABT,2016Q2,0.15300956309769362,0.1153197074817176,0.42,0.42,0,1.7533333333333332,0.25666666666666665,0.26040134130836984,1.4929319920249633,0.030015623114272527,0.0,34.09689712524414,Health Care,Health Care Equipment,1957-03-04
ABT,2016Q3,0.16918144096567334,-0.062052055827989436,-0.22,-0.22,0,1.5633333333333332,0.29666666666666663,0.3010128258228983,1.2623205075104351,0.028038871376045642,0.0,36.90766143798828,Health Care,Health Care Equipment,1957-03-04
ABT,2016Q4,0.147946746671667,0.14963435214700918,0.54,0.54,0,2.1300000000000003,0.43,0.4364610134683084,1.6935389865316919,0.03293704175431889,0.0,33.73455047607422,Health Care,Health Care Equipment,1957-03-04
ABT,2017Q1,-0.03820047355958958,0.06614048934490924,0.24,0.24,0,2.4433333333333334,0.59,0.5991169277443934,1.8442164055889398,0.05965474291123155,0.0,39.256160736083984,Health Care,Health Care Equipment,1957-03-04
ABT,2017Q2,0.05815880668976947,0.042639746873587465,0.16,0.16,0,2.263333333333333,0.89,0.9044096837398751,1.3589236495934582,0.06999296025812744,0.0,43.231571197509766,Health Care,Health Care Equipment,1957-03-04
ABT,2017Q3,0.11260799531410162,0.08829989749597306,0.34,0.35,0,2.2433333333333336,1.0366666666666668,1.0538279350016149,1.1895053983317185,0.09151708326253906,0.0,47.7186393737793,Health Care,Health Care Equipment,1957-03-04
ABT,2017Q4,0.08578205297140598,-0.10910528396363157,-0.47,-0.48,0,2.3699999999999997,1.2066666666666668,1.2271966629317468,1.1428033370682533,0.055971803909950414,0.0,51.28604888916016,Health Care,Health Care Equipment,1957-03-04
ABT,2018Q1,0.08227334235453315,0.056562922868741546,0.24,0.24,0,2.76,1.5599999999999998,1.5879648774033697,1.1720351225966306,0.04472067121818978,0.0,54.10470581054688,Health Care,Health Care Equipment,1957-03-04
ABT,2018Q2,0.11355735805330243,0.09437363203295995,0.41,0.42,0,2.92,1.8399999999999999,1.8742820167367327,1.0457179832632677,0.08237193587902414,0.0,55.33595657348633,Health Care,Health Care Equipment,1957-03-04
ABT,2018Q3,0.12996342737722047,0.07353709508881923,0.32,0.32,0,2.926666666666667,2.0399999999999996,2.0790669916090705,0.8475996750575963,0.09922453681540831,0.0,66.85841369628906,Health Care,Health Care Equipment,1957-03-04
ABT,2018Q4,0.15003219575016097,0.08422408242112041,0.37,0.37,0,3.033333333333333,2.316666666666667,2.36268497334491,0.6706483599884235,0.10482480163152201,0.0,66.19071960449219,Health Care,Health Care Equipment,1957-03-04
ABT,2019Q1,0.09807564698075646,0.08918380889183809,0.38,0.38,0,2.6533333333333333,2.3866666666666667,2.4345024816402505,0.2188308516930828,0.1013110577683017,0.0,73.49400329589844,Health Care,Health Care Equipment,1957-03-04
ABT,2019Q2,0.15114676024564483,0.12608096252663242,0.56,0.57,0,2.3333333333333335,2.3000000000000003,2.3456038203631415,-0.012270487029808338,0.11611670774449678,0.0,77.63499450683594,Health Care,Health Care Equipment,1957-03-04
ABT,2019Q3,0.14834076275383853,0.1188707280832095,0.54,0.54,0,1.7966666666666666,1.9799999999999998,2.017618374221978,-0.22095170755531104,0.14239767257744781,0.0,77.52729797363281,Health Care,Health Care Equipment,1957-03-04
ABT,2019Q4,0.16706759682463315,0.12617272071205196,0.59,0.59,0,1.7933333333333332,1.5766666666666669,1.6049683037682716,0.1883650295650617,0.1707795622447753,0.0,80.8057632446289,Health Care,Health Care Equipment,1957-03-04
